Assigned Group,Number,Created Date,Close Date,Case Type,Priority,Summary,Type,Month
REFINITIV_Hosting_ServiceDesk,INC000005238577,07/03/2025 10:09,07/03/2025 10:12,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 33,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238642,07/03/2025 17:46,07/03/2025 18:26,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/06/24 21:28:01 - 131177,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238348,07/03/2025 17:58,07/03/2025 18:46,User Service Restoration,3 - Medium,Re: /var at 88% on esny4c3slsp06b02 // [#INC-547390],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238365,07/03/2025 20:18,11/03/2025 21:00,User Service Restoration,3 - Medium,LO1: eslo1p1sldp03b20/eslo1p1sldp01b20 bonding alert and uptime 0 days // [#INC-547407],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238928,07/03/2025 20:52,10/03/2025 19:49,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18857963 - P3 Medium - Multiple Unique
Clues for the Sam",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238375,07/03/2025 22:49,11/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:34:22 - 131174,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005238967,08/03/2025 02:50,11/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 06:34:29 - 131175,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239332,08/03/2025 11:56,09/03/2025 14:51,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239019,08/03/2025 12:56,08/03/2025 12:57,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239057,08/03/2025 13:42,08/03/2025 14:05,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/08/25 19:34:43 - 7,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239342,08/03/2025 14:05,11/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: ServerRebooted = 7560,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239351,08/03/2025 17:06,13/03/2025 21:00,User Service Restoration,3 - Medium,Re: NJ2 - BBH - s620728nj2sl09 ATS process alert and Memory Utilization // [#INC-547505],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239352,08/03/2025 17:31,09/03/2025 15:03,User Service Restoration,2 - High,post check error on S620406SHSL004 after reboot,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239380,08/03/2025 22:30,19/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239477,09/03/2025 11:12,15/03/2025 21:00,User Service Restoration,3 - Medium,ECR: Lumen SIPT Routes - DB US,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239478,09/03/2025 13:15,12/03/2025 21:00,User Service Restoration,4 - Low,Monitoring Alert: esnj2sltts02a SIA_HC_ERROR: Process: /usr/local/monitor/bin/monitor : Process is n,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239480,09/03/2025 14:20,13/03/2025 21:00,User Service Restoration,3 - Medium,SG2 S618026 VM Clock not insync,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239134,09/03/2025 14:33,10/03/2025 19:23,User Service Restoration,4 - Low,INC000005232495//Monitoring Alert: System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239717,09/03/2025 15:07,12/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 6, Location System) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239495,09/03/2025 21:43,13/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 00:25:23 - 134056,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239736,09/03/2025 23:45,19/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239156,09/03/2025 23:50,13/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 02:34:22 - 134054,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239509,10/03/2025 02:46,13/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 6, Location System) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239170,10/03/2025 03:51,13/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 12/07/24 06:34:29 - 134056,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239525,10/03/2025 05:17,19/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: esnj2sltts01b cmaeventd[4608]: Physical drive failed: Port 1I Box 1 Bay 2 of Embed,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239803,10/03/2025 10:43,12/03/2025 09:44,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 99,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239242,10/03/2025 13:14,10/03/2025 13:31,User Service Restoration,2 - High,Monitoring Alert: HP_Disk_Failures = 1,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239851,10/03/2025 13:17,13/03/2025 21:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18885031 - P3 Medium - Multiple
Authentication Failures b",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239291,10/03/2025 21:30,11/03/2025 04:08,User Service Restoration,3 - Medium,Monitoring Alert: High disk usage -  volume /data01 is at 97% | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005239292,10/03/2025 21:46,15/03/2025 12:38,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:Smart Storage Battery pre-failure (Battery 1). Action: 1. Consult s,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005240332,11/03/2025 10:19,13/03/2025 18:06,User Service Restoration,2 - High,Flapping Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005240393,11/03/2025 20:03,11/03/2025 21:45,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241474,12/03/2025 21:52,25/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 6, Location System)",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005240906,13/03/2025 01:01,13/03/2025 21:23,User Service Restoration,3 - Medium,NFD server S644229NY4SL01 access is denied,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241500,13/03/2025 03:42,18/03/2025 05:17,User Service Restoration,2 - High,Flapping Alert: MemoryCommitLimitPct = 99,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005240969,13/03/2025 05:16,17/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: Fan Failure (Fan 6, Location System) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241289,13/03/2025 19:08,17/03/2025 13:02,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241647,14/03/2025 04:25,17/03/2025 21:00,User Service Restoration,2 - High,High /var Usage,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241832,14/03/2025 21:38,18/03/2025 21:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18939526 - P3 Medium - Multiple Unique
Clues for the Same",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241843,15/03/2025 00:32,15/03/2025 00:39,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/15/25 05:24:09 - 7,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241846,15/03/2025 00:45,18/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/15/25 05:38:36 - 7,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242365,15/03/2025 07:37,15/03/2025 07:39,User Service Restoration,2 - High,Monitoring Alert: System Power Supplies Not Redundant,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242064,15/03/2025 07:39,15/03/2025 07:41,User Service Restoration,2 - High,Monitoring Alert: System Power Supply Inserted (Power Supply 2),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242391,15/03/2025 11:44,16/03/2025 10:56,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242085,15/03/2025 12:56,18/03/2025 21:00,User Service Restoration,3 - Medium,Flapping Alert: prc_java = 2 | NOTIFY,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241909,15/03/2025 18:37,17/03/2025 12:57,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18944460 - P3 Medium - Multiple Unique
Clues for the Sam",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242122,15/03/2025 21:20,22/03/2025 11:57,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 6, Location System) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242157,16/03/2025 03:18,26/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242457,16/03/2025 08:12,20/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Network Adapter Link Down (Slot 3, Port 2) has been repaired",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241979,16/03/2025 08:56,19/03/2025 21:00,User Service Restoration,2 - High,.....MonitoringAlert:ServerRebooted=10351,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241980,16/03/2025 08:57,19/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:POST Error: 310-IMPORTANT: Fan Solution Not Redundant. The system d,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241984,16/03/2025 09:23,19/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: ServerRebooted = 7721,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242464,16/03/2025 09:26,19/03/2025 21:00,User Service Restoration,4 - Low,Monitoring Alert: esnj2sltts01b SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process Si,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005241992,16/03/2025 10:02,25/03/2025 15:18,User Service Restoration,2 - High,Monitoring Alert: System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242182,16/03/2025 10:51,19/03/2025 17:27,User Service Restoration,4 - Low,INC000005242391//FAN#4 failure,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242652,16/03/2025 20:36,26/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242579,17/03/2025 14:25,20/03/2025 21:01,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System) has been repaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242580,17/03/2025 14:39,22/03/2025 21:00,User Service Restoration,3 - Medium,NJ2 esnj2p1slsp01a23 netprobe Unreachable,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242965,17/03/2025 14:50,25/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242792,17/03/2025 17:37,26/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: eshk8p1sldp06a21 cmaeventd[31315]: Physical drive failed: Port 1I Box 1 Bay 2 of E,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005242615,17/03/2025 18:28,17/03/2025 18:45,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/17/25 18:39:06 - 288,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005243153,18/03/2025 22:13,18/03/2025 22:21,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005243154,18/03/2025 22:17,22/03/2025 21:00,User Service Restoration,4 - Low,Monitoring Alert: esnj2p1slsp01a23 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Killed,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005243726,18/03/2025 22:38,22/03/2025 21:00,User Service Restoration,3 - Medium,trhmb1rslsp04a02  At least 177MB more space needed on the /var filesystem required to patch,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005243516,19/03/2025 11:48,25/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: System Fans Not Redundant (Location System),Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244184,19/03/2025 15:44,20/03/2025 14:08,Infrastructure Event,3 - Medium,"RE: Lumen MSS Initial Notification Alert - INC18944460 - P3 Medium - Multiple
Unique Clues for the",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244185,19/03/2025 15:52,20/03/2025 14:59,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC18990448 - P3 Medium - Multiple
Authentication Failures",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244193,19/03/2025 18:06,20/03/2025 15:04,Infrastructure Event,3 - Medium,"RE: Lumen MSS Initial Notification Alert - INC18990448 - P3 Medium - Multiple
AuthenticationFailur",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005243977,20/03/2025 04:34,24/03/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: High disk usage, volume D is at 0% free | NOTIFY",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244350,20/03/2025 12:05,21/03/2025 06:03,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244108,21/03/2025 07:42,26/03/2025 03:19,User Service Restoration,3 - Medium,rfijo root access,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244711,21/03/2025 09:46,27/03/2025 20:07,User Service Restoration,3 - Medium,BB - s620744ch4sw11 - High uptime // [#INC-549969],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244852,21/03/2025 16:31,21/03/2025 16:36,User Service Restoration,3 - Medium,Monitoring Alert: SVC_W3SVC = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005244880,21/03/2025 22:14,28/03/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: System Fans Not Redundant (Location System) has been repaired,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005245392,21/03/2025 23:31,21/03/2025 23:33,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 42,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005245021,22/03/2025 17:51,30/03/2025 23:39,User Service Restoration,2 - High,RE: V2 CH4 BBH - server uptime alert on  s620744ch4sw10 // [#INC-550122],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005245739,23/03/2025 16:07,30/03/2025 21:00,Infrastructure Event,3 - Medium,"Lumen MSS Initial Notification Alert - INC19040119 - P3 Medium - Traffic from an
Unknown Mail Server",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005246648,25/03/2025 06:23,25/03/2025 12:17,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 99,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005246708,25/03/2025 15:46,30/03/2025 21:00,User Service Restoration,3 - Medium,CH4: trhch4slsmm101b - server unreachable // [#INC-550611],Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005247225,26/03/2025 06:16,30/03/2025 11:11,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005247249,26/03/2025 10:16,26/03/2025 19:23,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005247492,26/03/2025 19:28,26/03/2025 19:48,User Service Restoration,2 - High,"Monitoring Alert:Highdiskusage,volume/varisat100%|NOTIFY",Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248333,27/03/2025 13:25,28/03/2025 13:09,User Service Restoration,2 - High,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248349,27/03/2025 15:37,27/03/2025 15:40,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 25,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005247709,27/03/2025 21:19,28/03/2025 13:12,User Service Restoration,2 - High,Flapping Alert: MemoryCommitLimitPct = 98,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248762,28/03/2025 23:21,28/03/2025 23:30,User Service Restoration,2 - High,Monitoring Alert: Threshold triggered -- LSEGRTMDS-NY4-FG-02's IP of device's Availability: 0.00 Per,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248236,29/03/2025 01:02,30/03/2025 23:32,User Service Restoration,2 - High,IDN_RDF service down on s620728nj2sl04 in NJ2,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248800,29/03/2025 04:28,29/03/2025 04:31,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248545,29/03/2025 04:28,29/03/2025 04:31,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248546,29/03/2025 04:39,29/03/2025 04:41,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005248887,30/03/2025 01:16,30/03/2025 01:18,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005249330,31/03/2025 05:54,31/03/2025 05:59,User Service Restoration,3 - Medium,Monitoring Alert: Microsoft-Windows-Security-SPP: License Activation (slui.exe) failed with the foll,Incident,Mar-25
REFINITIV_Hosting_ServiceDesk,INC000005221344,04/02/2025 10:54,13/04/2025 21:00,User Service Restoration,4 - Low,RE: P2 SLM Refinitiv - Customer Stopped Logging,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005235762,01/03/2025 17:44,09/04/2025 21:00,User Service Restoration,3 - Medium,eslo1p1sldpp04b26 bond1 alert - etn4 active // [#INC-546055],Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005237237,05/03/2025 01:29,09/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: eslo1p1sldpp04b26 kernel: sfc 0000:d8:00.0 etn2: link down,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005245114,21/03/2025 23:04,01/04/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 7, Location System) has been repaired",Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005246461,25/03/2025 04:30,04/04/2025 08:17,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005246751,25/03/2025 23:31,10/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: High disk usage -  volume D is at 7% free,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248152,28/03/2025 06:12,01/04/2025 22:29,User Service Restoration,2 - High,"Monitoring Alert: High disk usage, volume D is at 2% free | NOTIFY",Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248718,28/03/2025 13:58,08/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248497,28/03/2025 15:39,07/04/2025 01:12,User Service Restoration,3 - Medium,Monitoring Alert: MemoryCommitLimitPct = 98,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248232,28/03/2025 22:15,08/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:Fan Failure (Fan 6 -  Location System),Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248570,29/03/2025 12:56,02/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: prc_java = 2 | NOTIFY,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248836,29/03/2025 18:12,01/04/2025 21:00,User Service Restoration,3 - Medium,Re: RTMDS - esny4c3slsp06b02 /var at 87% // [#INC-551308],Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249225,30/03/2025 02:51,02/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: essg2p1sldpp03a34 kernel: sfc 0000:12:00.1 etn6: link down,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249230,30/03/2025 03:13,06/04/2025 21:00,User Service Restoration,4 - Low,Monitoring Alert: essg2p1sldpp03a34 kernel: sfc 0000:12:00.1 etn6: link down,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249241,30/03/2025 05:13,03/04/2025 01:19,User Service Restoration,3 - Medium,Flapping Alert: MemoryCommitLimitPct = 98,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005248921,30/03/2025 09:03,02/04/2025 21:00,User Service Restoration,2 - High,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 5, Location System) has been repaired",Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249311,30/03/2025 23:42,07/04/2025 21:00,User Service Restoration,3 - Medium,Network check request for JBIC TY6/Tama3,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249349,31/03/2025 08:07,09/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249353,31/03/2025 08:12,03/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System) has been repaired,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249062,31/03/2025 09:07,10/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249614,31/03/2025 09:46,08/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: HARDWARE Event:System Fans Not Redundant (Location System),Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249135,31/03/2025 15:56,03/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/31/25 16:06:54 - 288,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249474,31/03/2025 21:33,05/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: Heartbeat missing since 03/31/25 16:06:54 - 625,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249799,01/04/2025 05:05,19/04/2025 21:00,User Service Restoration,3 - Medium,Chronic alerts - FINIQ servers,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249805,01/04/2025 05:48,04/04/2025 21:00,User Service Restoration,3 - Medium,Monitoring Alert: ServerRebooted = 19768,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249203,01/04/2025 05:52,01/04/2025 06:06,User Service Restoration,3 - Medium,Monitoring Alert: esnj2sltts02b SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Process ha,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249204,01/04/2025 05:52,01/04/2025 05:54,User Service Restoration,3 - Medium,Monitoring Alert: Microsoft-Windows-Security-SPP: License Activation (slui.exe) failed with the foll,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005250231,01/04/2025 20:39,01/04/2025 20:42,User Service Restoration,3 - Medium,"Monitoring Alert: High disk usage, volume /var is at 94%",Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005249975,02/04/2025 02:20,09/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005250523,02/04/2025 02:36,07/04/2025 21:00,User Service Restoration,2 - High,Monitoring Alert: HARDWARE Event:FAN failed,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005250844,02/04/2025 15:36,02/04/2025 15:41,User Service Restoration,4 - Low,Monitoring Alert: ServerRebooted = 24,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005250915,03/04/2025 06:21,15/04/2025 21:00,User Service Restoration,3 - Medium,"Monitoring Alert: HARDWARE Event:Fan Failure (Fan 1, Location System) has been repaired",Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005251002,03/04/2025 15:35,03/04/2025 15:38,User Service Restoration,3 - Medium,Monitoring Alert: The driver detected a controller error on \Device\Harddisk1\DR1.,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005251987,04/04/2025 02:52,07/04/2025 21:00,User Service Restoration,3 - Medium,SG2 S618026 RDP access not working,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252580,04/04/2025 11:36,07/04/2025 21:00,User Service Restoration,4 - Low,Re: TK2 - Mizuho Securities - timeDifference alert on s640805tk7sl205 // [#INC-552316],Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252075,04/04/2025 18:59,07/04/2025 21:00,User Service Restoration,3 - Medium,Re: RTMDS - esny4c3slsp06b02 /var at 86% // [#INC-552350],Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252646,04/04/2025 22:29,08/04/2025 21:00,User Service Restoration,4 - Low,Monitoring Alert: esnj2p1sldpp01a25 SIA_HC_ERROR: Process: /usr/local/monitor/bin/scheduler : Proces,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252664,05/04/2025 01:27,06/04/2025 19:48,User Service Restoration,2 - High,Monitoring Alert: prc_sp_xport = 0,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252673,05/04/2025 02:54,05/04/2025 02:55,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Apr-25
REFINITIV_Hosting_ServiceDesk,INC000005252677,05/04/2025 03:08,05/04/2025 03:11,User Service Restoration,3 - Medium,Monitoring Alert: prc_ntpd = 0,Incident,Apr-25
