timestamp,cpu_percent,cpu_frequency,memory_percent,memory_available_gb,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb,,
51:38.5,1.2,1700,76.2,3.72,0,0,0,0,,
51:38.5,1.2,1700,76.2,3.72,0,0,0,0,,
51:40.7,2.5,1700,76.2,3.73,0,0.26,0,0,,
51:40.7,2.5,1700,76.2,3.73,0,0.26,0,0,,
51:42.9,1.2,1700,76.2,3.73,0,0.09,0,0,,
51:42.9,1.2,1700,76.2,3.73,0,0.09,0,0,,
51:45.2,3.8,1700,76.2,3.73,0,0,0,0,,
51:45.2,3.8,1700,76.2,3.73,0,0,0,0,,
51:47.4,5.2,1700,75.8,3.79,0,0,0,0,,
51:47.4,5.2,1700,75.8,3.79,0,0,0,0,,
51:49.7,2.6,1700,75.8,3.79,0,0.04,0,0,,
51:49.7,2.6,1700,75.8,3.79,0,0.04,0,0,,
51:49.7,2.6,1700,75.8,3.79,0,0.04,0,0,,
51:51.9,4.1,1700,75.8,3.78,0,0,0,0,,
51:51.9,4.1,1700,75.8,3.78,0,0,0,0,,
51:54.1,5.3,1700,75.6,3.81,0,0,0,0,,
51:54.1,5.3,1700,75.6,3.81,0,0,0,0,,
51:56.4,0,1700,75.7,3.81,0,0.16,0,0,,
51:56.4,0,1700,75.7,3.81,0,0.16,0,0,,
51:58.6,12.8,1700,75.7,3.8,0,0,0,0,,
51:58.6,12.8,1700,75.7,3.8,0,0,0,0,,
52:00.8,0,1700,75.8,3.79,0.15,0,0,0,,
52:00.8,0,1700,75.8,3.79,0.15,0,0,0,,
52:03.1,4,1700,75.7,3.8,0.34,1.14,0,0,,
52:03.1,4,1700,75.7,3.8,0.34,1.14,0,0,,
52:05.3,0,1700,75.7,3.79,0,0,0,0,,
52:05.3,0,1700,75.7,3.79,0,0,0,0,,
52:07.6,3.7,1700,75.7,3.79,0,0.12,0,0,,
52:07.6,3.7,1700,75.7,3.79,0,0.12,0,0,,
52:09.8,1.4,1700,75.7,3.8,0,0,0,0,,
52:09.8,1.4,1700,75.7,3.8,0,0,0,0,,
52:12.0,2.5,1700,75.9,3.77,0,0,0,0,,
52:12.0,2.5,1700,75.9,3.77,0,0,0,0,,
52:12.0,2.5,1700,75.9,3.77,0,0,0,0,,
52:14.3,2.6,1700,75.8,3.78,0.5,0.28,0,0,,
52:14.3,2.6,1700,75.8,3.78,0.5,0.28,0,0,,
52:16.5,1.2,1700,75.8,3.78,0,0,0.01,0.01,,
52:16.5,1.2,1700,75.8,3.78,0,0,0.01,0.01,,
52:18.8,0,1700,75.8,3.79,0,0,0,0,,
52:18.8,0,1700,75.8,3.79,0,0,0,0,,
52:21.0,0,1700,75.8,3.79,0.23,0.09,0,0,,
52:21.0,0,1700,75.8,3.79,0.23,0.09,0,0,,
52:23.2,0,1700,75.8,3.79,0.12,0.73,0,0,,
52:23.2,0,1700,75.8,3.79,0.12,0.73,0,0,,
52:25.5,1.2,1700,75.7,3.79,0,0,0,0,,
52:25.5,1.2,1700,75.7,3.79,0,0,0,0,,
52:27.7,1.3,1700,75.7,3.8,0,0.08,0,0,,
52:27.7,1.3,1700,75.7,3.8,0,0.08,0,0,,
52:29.9,1.4,1700,75.7,3.8,0,0,0,0,,
52:29.9,1.4,1700,75.7,3.8,0,0,0,0,,
52:32.2,1.3,1700,75.8,3.79,0.06,0.08,0,0,,
52:32.2,1.3,1700,75.8,3.79,0.06,0.08,0,0,,
52:34.4,2.6,1700,75.7,3.8,0,0,0,0,,
52:34.4,2.6,1700,75.7,3.8,0,0,0,0,,
52:34.4,2.6,1700,75.7,3.8,0,0,0,0,,
52:36.6,0,1700,75.7,3.8,0.12,0,0,0,,
52:36.6,0,1700,75.7,3.8,0.12,0,0,0,,
52:38.9,12.2,1700,75.7,3.8,0,0.05,0,0,,
52:38.9,12.2,1700,75.7,3.8,0,0.05,0,0,,
52:41.1,8.2,1700,75.7,3.8,0,0,0,0.02,,
52:41.1,8.2,1700,75.7,3.8,0,0,0,0.02,,
52:43.4,3.7,1700,75.7,3.8,0,0,0,0,,
52:43.4,3.7,1700,75.7,3.8,0,0,0,0,,
52:45.6,3.6,1700,75.9,3.77,0,0.16,0,0,,
52:45.6,3.6,1700,75.9,3.77,0,0.16,0,0,,
52:47.8,8.3,1700,76,3.75,1.05,0.37,0.01,0.16,,
52:47.8,8.3,1700,76,3.75,1.05,0.37,0.01,0.16,,
52:50.1,7.7,1700,76.3,3.7,1.04,0,0.01,0.01,,
52:50.1,7.7,1700,76.3,3.7,1.04,0,0.01,0.01,,
52:52.3,3.8,1700,76.5,3.68,8.35,2.89,0,0,,
52:52.3,3.8,1700,76.5,3.68,8.35,2.89,0,0,,
52:54.5,1.2,1700,76.5,3.67,0,0,0.09,0,,
52:54.5,1.2,1700,76.5,3.67,0,0,0.09,0,,
52:56.8,10,1700,76.5,3.67,0,0.01,0,0,,
52:56.8,10,1700,76.5,3.67,0,0.01,0,0,,
52:56.8,10,1700,76.5,3.67,0,0.01,0,0,,
52:59.0,12.8,1700,76.5,3.67,0.06,0.48,0,0,,
52:59.0,12.8,1700,76.5,3.67,0.06,0.48,0,0,,
53:01.2,8.6,1700,76.5,3.68,0,2.31,0,0,,
53:01.2,8.6,1700,76.5,3.68,0,2.31,0,0,,
53:03.5,3.9,1700,76.5,3.68,0.03,0.19,0,0,,
53:03.5,3.9,1700,76.5,3.68,0.03,0.19,0,0,,
53:05.8,1.3,1700,76.4,3.69,0,0,0,0,,
53:05.8,1.3,1700,76.4,3.69,0,0,0,0,,
53:08.0,1.3,1700,76.5,3.68,1.32,0,0,0,,
53:08.0,1.3,1700,76.5,3.68,1.32,0,0,0,,
53:10.2,2.8,1700,76.5,3.68,0,0.13,0,0,,
53:10.2,2.8,1700,76.5,3.68,0,0.13,0,0,,
53:12.4,1.3,1700,76.5,3.68,0,0,0,0,,
53:12.4,1.3,1700,76.5,3.68,0,0,0,0,,
53:14.7,4,1700,76.5,3.67,0,0,0,0,,
53:14.7,4,1700,76.5,3.67,0,0,0,0,,
53:16.9,1.4,1700,76.5,3.68,0,0.04,0,0,,
53:16.9,1.4,1700,76.5,3.68,0,0.04,0,0,,
53:19.2,15.1,1700,76.5,3.68,1.6,0,0,0,,
53:19.2,15.1,1700,76.5,3.68,1.6,0,0,0,,
53:19.2,15.1,1700,76.5,3.68,1.6,0,0,0,,
53:21.5,20.8,1700,75.9,3.78,0.3,0.01,0.01,0.01,,
53:21.5,20.8,1700,75.9,3.78,0.3,0.01,0.01,0.01,,
53:23.7,5.5,1700,75.7,3.79,0.51,0.54,0,0,,
53:23.7,5.5,1700,75.7,3.79,0.51,0.54,0,0,,
53:25.9,3.5,1700,75.7,3.8,0,0,0,0,,
53:25.9,3.5,1700,75.7,3.8,0,0,0,0,,
53:28.2,6.3,1700,75.7,3.8,0,0,0,0,,
53:28.2,6.3,1700,75.7,3.8,0,0,0,0,,
53:30.4,1.4,1700,75.7,3.8,0.12,0.04,0,0,,
53:30.4,1.4,1700,75.7,3.8,0.12,0.04,0,0,,
53:32.7,6.4,1700,75.7,3.8,0.28,0.01,0,0,,
53:32.7,6.4,1700,75.7,3.8,0.28,0.01,0,0,,
53:34.9,1.3,1700,75.8,3.79,0.06,0.18,0,0,,
53:34.9,1.3,1700,75.8,3.79,0.06,0.18,0,0,,
53:37.1,1.3,1700,75.8,3.79,0,0.04,0,0.01,,
53:37.1,1.3,1700,75.8,3.79,0,0.04,0,0.01,,
53:39.4,1.3,1700,75.9,3.78,0,0.21,0,0,,
53:39.4,1.3,1700,75.9,3.78,0,0.21,0,0,,
53:41.6,0,1700,75.9,3.77,0,0.05,0,0,,
53:41.6,0,1700,75.9,3.77,0,0.05,0,0,,
53:41.6,0,1700,75.9,3.77,0,0.05,0,0,,
53:43.8,5.6,1700,75.8,3.78,0,0,0,0,,
53:43.8,5.6,1700,75.8,3.78,0,0,0,0,,
53:46.0,13.6,1700,75.9,3.77,0,0,0,0,,
53:46.0,13.6,1700,75.9,3.77,0,0,0,0,,
53:48.3,3.8,1700,75.9,3.78,0.13,0.13,0,0,,
53:48.3,3.8,1700,75.9,3.78,0.13,0.13,0,0,,
53:50.6,3.6,1700,75.9,3.76,0,0.17,0,0,,
53:50.6,3.6,1700,75.9,3.76,0,0.17,0,0,,
53:52.8,5.1,1700,75.9,3.78,0.06,0,0,0,,
53:52.8,5.1,1700,75.9,3.78,0.06,0,0,0,,
53:55.1,0,1700,75.9,3.77,0.03,0.2,0,0,,
53:55.1,0,1700,75.9,3.77,0.03,0.2,0,0,,
53:57.3,1.4,1700,75.8,3.78,0.07,0,0,0,,
53:57.3,1.4,1700,75.8,3.78,0.07,0,0,0,,
53:59.5,4.2,1700,75.8,3.79,0,0,0,0,,
53:59.5,4.2,1700,75.8,3.79,0,0,0,0,,
54:01.8,2.6,1700,75.8,3.79,0,0.06,0,0,,
54:01.8,2.6,1700,75.8,3.79,0,0.06,0,0,,
54:04.0,2.7,1700,75.9,3.78,0,0,0,0,,
54:04.0,2.7,1700,75.9,3.78,0,0,0,0,,
54:04.0,2.7,1700,75.9,3.78,0,0,0,0,,
54:06.2,10.3,1700,75.8,3.78,0,0,0,0,,
54:06.2,10.3,1700,75.8,3.78,0,0,0,0,,
54:08.5,1.3,1700,75.8,3.78,0,0.08,0,0,,
54:08.5,1.3,1700,75.8,3.78,0,0.08,0,0,,
54:10.8,1.3,1700,75.9,3.78,0,0.19,0.02,0,,
54:10.8,1.3,1700,75.9,3.78,0,0.19,0.02,0,,
54:13.0,2.6,1700,75.8,3.78,0,0.05,0,0,,
54:13.0,2.6,1700,75.8,3.78,0,0.05,0,0,,
54:15.3,2.4,1700,75.8,3.78,0,0,0,0,,
54:15.3,2.4,1700,75.8,3.78,0,0,0,0,,
54:17.5,0,1700,75.8,3.78,0,0,0,0,,
54:17.5,0,1700,75.8,3.78,0,0,0,0,,
54:19.7,0,1700,75.9,3.78,0,0.12,0,0,,
54:19.7,0,1700,75.9,3.78,0,0.12,0,0,,
54:22.0,0,1700,75.8,3.78,0,0.16,0,0,,
54:22.0,0,1700,75.8,3.78,0,0.16,0,0,,
54:24.2,9.2,1457,75.8,3.78,0,0,0,0,,
54:24.2,9.2,1457,75.8,3.78,0,0,0,0,,
54:26.4,5.7,1700,75.8,3.78,0,0.11,0,0,,
54:26.4,5.7,1700,75.8,3.78,0,0.11,0,0,,
54:26.4,5.7,1700,75.8,3.78,0,0.11,0,0,,
54:28.7,0,1700,75.8,3.79,0,0,0,0,,
54:28.7,0,1700,75.8,3.79,0,0,0,0,,
54:30.9,1.2,1700,75.8,3.79,0,0.18,0.01,0,,
54:30.9,1.2,1700,75.8,3.79,0,0.18,0.01,0,,
54:33.1,2.5,1700,75.8,3.79,0,0,0,0,,
54:33.1,2.5,1700,75.8,3.79,0,0,0,0,,
54:35.4,1.3,1700,75.8,3.79,0,0,0,0,,
54:35.4,1.3,1700,75.8,3.79,0,0,0,0,,
54:37.6,0,1700,75.8,3.79,0,0.25,0,0,,
54:37.6,0,1700,75.8,3.79,0,0.25,0,0,,
54:39.8,0,1700,75.8,3.78,0,0.04,0,0,,
54:39.8,0,1700,75.8,3.78,0,0.04,0,0,,
54:42.1,9.3,1700,75.8,3.79,0,0,0,0,,
54:42.1,9.3,1700,75.8,3.79,0,0,0,0,,
54:44.3,8.7,1700,75.8,3.79,0.28,2.02,0,0,,
54:44.3,8.7,1700,75.8,3.79,0.28,2.02,0,0,,
54:46.5,4.7,1700,75.8,3.78,0.12,0.12,0,0,,
54:46.5,4.7,1700,75.8,3.78,0.12,0.12,0,0,,
54:48.8,5.3,1700,75.5,3.83,0,0,0,0,,
54:48.8,5.3,1700,75.5,3.83,0,0,0,0,,
54:48.8,5.3,1700,75.5,3.83,0,0,0,0,,
54:51.1,4.2,1700,75.5,3.83,0.06,0.17,0,0,,
54:51.1,4.2,1700,75.5,3.83,0.06,0.17,0,0,,
54:53.3,0,1700,75.5,3.83,0,0.73,0,0,,
54:53.3,0,1700,75.5,3.83,0,0.73,0,0,,
54:55.6,0,1700,75.5,3.83,0,0,0,0,,
54:55.6,0,1700,75.5,3.83,0,0,0,0,,
54:57.8,12.2,1700,75.5,3.83,0,0.05,0,0,,
54:57.8,12.2,1700,75.5,3.83,0,0.05,0,0,,
55:00.0,0,1700,75.5,3.83,0,0,0,0,,
55:00.0,0,1700,75.5,3.83,0,0,0,0,,
55:02.3,10.1,1457,75.5,3.83,0,0,0,0,,
55:02.3,10.1,1457,75.5,3.83,0,0,0,0,,
55:04.5,0,1700,75.5,3.84,0,0.04,0,0,,
55:04.5,0,1700,75.5,3.84,0,0.04,0,0,,
55:06.7,8,1700,75.5,3.83,0,0,0,0,,
55:06.7,8,1700,75.5,3.83,0,0,0,0,,
55:08.9,0,1700,75.5,3.84,0,0,0,0,,
55:08.9,0,1700,75.5,3.84,0,0,0,0,,
55:08.9,0,1700,75.5,3.84,0,0,0,0,,
55:11.2,1.2,1700,75.5,3.84,0,0.14,0.01,0.02,,
55:11.2,1.2,1700,75.5,3.84,0,0.14,0.01,0.02,,
55:13.4,2.5,1700,75.4,3.84,0,0,0,0.05,,
55:13.4,2.5,1700,75.4,3.84,0,0,0,0.05,,
55:15.7,0,1700,75.4,3.84,0,0.05,0,0,,
55:15.7,0,1700,75.4,3.84,0,0.05,0,0,,
55:17.9,1.4,1700,75.5,3.83,0,0,0,0,,
55:17.9,1.4,1700,75.5,3.83,0,0,0,0,,
55:20.1,0,1700,75.5,3.83,0,0.05,0,0,,
55:20.1,0,1700,75.5,3.83,0,0.05,0,0,,
55:22.4,0,1700,75.5,3.83,0,0.09,0,0,,
55:22.4,0,1700,75.5,3.83,0,0.09,0,0,,
55:24.6,10.5,1700,75.5,3.83,0,0,0,0,,
55:24.6,10.5,1700,75.5,3.83,0,0,0,0,,
55:26.8,8.8,1700,75.5,3.83,0,0,0,0,,
55:26.8,8.8,1700,75.5,3.83,0,0,0,0,,
55:29.0,2.6,1700,75.4,3.84,0,0.05,0,0,,
55:29.0,2.6,1700,75.4,3.84,0,0.05,0,0,,
55:31.3,2.7,1700,75.4,3.84,0,0,0,0,,
55:31.3,2.7,1700,75.4,3.84,0,0,0,0,,
55:33.6,12.9,1700,75.4,3.84,0,0,0,0,,
2113087318671395,,,,,,,,,,
55:33.6,12.9,1700,75.4,3.84,0,0,0,0,,
55:35.8,1.2,1700,75.4,3.84,0,0.09,0,0,,
55:35.8,1.2,1700,75.4,3.84,0,0.09,0,0,,
55:38.0,2.8,1700,75.4,3.84,0,0,0,0,,
55:38.0,2.8,1700,75.4,3.84,0,0,0,0,,
55:40.3,2.6,1700,75.4,3.84,0,0.06,0,0,,
55:40.3,2.6,1700,75.4,3.84,0,0.06,0,0,,
55:42.5,2.4,1700,75.4,3.85,0,0,0,0,,
55:42.5,2.4,1700,75.4,3.85,0,0,0,0,,
55:44.7,1.5,1700,75.5,3.84,0,0,0,0,,
55:44.7,1.5,1700,75.5,3.84,0,0,0,0,,
55:46.9,2.9,1700,75.4,3.85,0,0.05,0,0,,
55:46.9,2.9,1700,75.4,3.85,0,0.05,0,0,,
55:49.2,0,1700,75.4,3.84,0,0,0,0,,
55:49.2,0,1700,75.4,3.84,0,0,0,0,,
55:51.4,1.3,1700,75.4,3.85,0.01,0,0,0,,
55:51.4,1.3,1700,75.4,3.85,0.01,0,0,0,,
55:53.7,8.3,1700,75.4,3.85,0,0.13,0,0,,
55:53.7,8.3,1700,75.4,3.85,0,0.13,0,0,,
55:55.9,21.1,1700,75.3,3.86,0.12,0.16,0,0.03,,
55:55.9,21.1,1700,75.3,3.86,0.12,0.16,0,0.03,,
55:55.9,21.1,1700,75.3,3.86,0.12,0.16,0,0.03,,
55:58.2,1.2,1700,75.4,3.85,0,0,0.01,0.05,,
55:58.2,1.2,1700,75.4,3.85,0,0,0.01,0.05,,
56:00.4,0,1700,75.4,3.85,0.02,0.03,0,0,,
56:00.4,0,1700,75.4,3.85,0.02,0.03,0,0,,
56:02.7,7,1700,75.4,3.85,5.47,0,0.01,0,,
56:02.7,7,1700,75.4,3.85,5.47,0,0.01,0,,
56:04.9,6.2,1700,75.4,3.84,6.9,0.16,0.01,0,,
56:04.9,6.2,1700,75.4,3.84,6.9,0.16,0.01,0,,
56:07.1,1.2,1700,75.4,3.85,0,0.15,0.02,0.08,,
56:07.1,1.2,1700,75.4,3.85,0,0.15,0.02,0.08,,
56:09.4,0,1700,75.4,3.84,0,0,0,0,,
56:09.4,0,1700,75.4,3.84,0,0,0,0,,
56:11.6,0,1700,75.4,3.84,0,1.82,0.01,0.01,,
56:11.6,0,1700,75.4,3.84,0,1.82,0.01,0.01,,
56:13.9,7.7,1700,75.5,3.84,0,0,0.01,0.02,,
56:13.9,7.7,1700,75.5,3.84,0,0,0.01,0.02,,
56:16.1,7.7,1700,75.6,3.82,0,0.32,0.01,0.02,,
56:16.1,7.7,1700,75.6,3.82,0,0.32,0.01,0.02,,
56:16.1,7.7,1700,75.6,3.82,0,0.32,0.01,0.02,,
56:18.3,2.4,1700,75.6,3.82,0,0.22,0.01,0.02,,
56:18.3,2.4,1700,75.6,3.82,0,0.22,0.01,0.02,,
56:20.6,1.3,1700,75.6,3.82,0,0.05,0,0,,
56:20.6,1.3,1700,75.6,3.82,0,0.05,0,0,,
56:22.8,6,1700,75.6,3.81,0,0,0,0,,
56:22.8,6,1700,75.6,3.81,0,0,0,0,,
56:25.0,2.6,1700,75.5,3.83,0,0.16,0,0,,
56:25.0,2.6,1700,75.5,3.83,0,0.16,0,0,,
56:27.3,0,1700,75.5,3.83,0,0,0,0,,
56:27.3,0,1700,75.5,3.83,0,0,0,0,,
56:29.5,6.4,1700,75.5,3.83,0,0,0,0,,
56:29.5,6.4,1700,75.5,3.83,0,0,0,0,,
56:31.7,8.9,1700,75.4,3.84,0,0.05,0,0,,
56:31.7,8.9,1700,75.4,3.84,0,0.05,0,0,,
56:34.0,0,1700,75.5,3.84,0,0,0.01,0.04,,
56:34.0,0,1700,75.5,3.84,0,0,0.01,0.04,,
56:36.2,1.4,1700,75.4,3.84,0,0.07,0,0,,
56:36.2,1.4,1700,75.4,3.84,0,0.07,0,0,,
56:38.5,1.4,1700,75.5,3.83,0,0.05,0.01,0.01,,
56:38.5,1.4,1700,75.5,3.83,0,0.05,0.01,0.01,,
56:38.5,1.4,1700,75.5,3.83,0,0.05,0.01,0.01,,
56:40.7,6.3,1700,75.5,3.83,0.06,0.14,0,0.01,,
56:40.7,6.3,1700,75.5,3.83,0.06,0.14,0,0.01,,
56:42.9,6.1,1700,75.5,3.83,0,0.09,0,0,,
56:42.9,6.1,1700,75.5,3.83,0,0.09,0,0,,
56:45.2,0,1700,75.6,3.82,0,0,0,0,,
56:45.2,0,1700,75.6,3.82,0,0,0,0,,
56:47.4,0,1700,75.6,3.82,0,0.12,0,0,,
56:47.4,0,1700,75.6,3.82,0,0.12,0,0,,
56:49.6,2.9,1700,75.6,3.82,0,0.03,0,0,,
56:49.6,2.9,1700,75.6,3.82,0,0.03,0,0,,
56:51.9,1.3,1700,75.6,3.82,0,0.11,0.03,0.01,,
56:51.9,1.3,1700,75.6,3.82,0,0.11,0.03,0.01,,
56:54.1,4.2,1700,75.5,3.83,0,0,0,0,,
56:54.1,4.2,1700,75.5,3.83,0,0,0,0,,
56:56.3,4.1,1700,75.5,3.83,0,0.36,0,0,,
56:56.3,4.1,1700,75.5,3.83,0,0.36,0,0,,
56:58.6,5.3,1700,75.5,3.84,0,0,0,0,,
56:58.6,5.3,1700,75.5,3.84,0,0,0,0,,
57:00.8,8.1,1700,75.5,3.83,0.02,0,0,0,,
57:00.8,8.1,1700,75.5,3.83,0.02,0,0,0,,
57:00.8,8.1,1700,75.5,3.83,0.02,0,0,0,,
57:03.0,0,1700,75.4,3.85,0,0.16,0,0,,
57:03.0,0,1700,75.4,3.85,0,0.16,0,0,,
57:05.3,6.2,1700,75.5,3.84,0,0.05,0,0,,
57:05.3,6.2,1700,75.5,3.84,0,0.05,0,0,,
57:07.5,1.3,1700,75.4,3.85,0.25,0.1,0,0,,
57:07.5,1.3,1700,75.4,3.85,0.25,0.1,0,0,,
57:09.7,3.8,1700,75.4,3.85,0,0,0,0,,
57:09.7,3.8,1700,75.4,3.85,0,0,0,0,,
57:12.0,1.2,1700,75.4,3.85,0,0,0,0,,
57:12.0,1.2,1700,75.4,3.85,0,0,0,0,,
57:14.2,1.2,1700,75.4,3.85,0,0.05,0,0,,
57:14.2,1.2,1700,75.4,3.85,0,0.05,0,0,,
57:16.5,5,1700,75.5,3.83,0,0.02,0.01,0.01,,
57:16.5,5,1700,75.5,3.83,0,0.02,0.01,0.01,,
57:18.7,1.3,1700,75.5,3.83,0,0,0,0,,
57:18.7,1.3,1700,75.5,3.83,0,0,0,0,,
57:20.9,1.4,1700,75.6,3.82,0.12,0.09,0,0,,
57:20.9,1.4,1700,75.6,3.82,0.12,0.09,0,0,,
57:23.2,6.3,1700,75.5,3.83,0,0.59,0.01,0,,
57:23.2,6.3,1700,75.5,3.83,0,0.59,0.01,0,,
57:23.2,6.3,1700,75.5,3.83,0,0.59,0.01,0,,
57:25.4,1.4,1700,75.5,3.84,0.06,0,0.01,0,,
57:25.4,1.4,1700,75.5,3.84,0.06,0,0.01,0,,
57:27.7,0,1700,75.5,3.84,0,0.12,0,0,,
57:27.7,0,1700,75.5,3.84,0,0.12,0,0,,
57:29.9,1.4,1700,75.5,3.84,0,0,0,0,,
57:29.9,1.4,1700,75.5,3.84,0,0,0,0,,
57:32.1,6.2,1700,75.4,3.85,0.7,0,0,0,,
57:32.1,6.2,1700,75.4,3.85,0.7,0,0,0,,
57:34.3,2.3,1700,75.4,3.85,0,0.04,0,0,,
57:34.3,2.3,1700,75.4,3.85,0,0.04,0,0,,
57:36.6,1.4,1700,75.4,3.85,0,0,0,0,,
57:36.6,1.4,1700,75.4,3.85,0,0,0,0,,
57:38.8,2.4,1700,75.4,3.85,0,0.1,0,0,,
57:38.8,2.4,1700,75.4,3.85,0,0.1,0,0,,
57:41.0,3.9,1700,75.5,3.84,0.81,0.13,0.03,0.04,,
57:41.0,3.9,1700,75.5,3.84,0.81,0.13,0.03,0.04,,
57:43.3,3.8,1700,75.4,3.85,0,0,0,0,,
57:43.3,3.8,1700,75.4,3.85,0,0,0,0,,
57:45.5,0,1700,75.4,3.85,0,0.02,0.01,0,,
57:45.5,0,1700,75.4,3.85,0,0.02,0.01,0,,
57:45.5,0,1700,75.4,3.85,0,0.02,0.01,0,,
57:47.8,8.8,1700,75.4,3.84,0,0,0,0,,
57:47.8,8.8,1700,75.4,3.84,0,0,0,0,,
57:50.0,1.4,1700,75.4,3.84,0,0,0,0,,
57:50.0,1.4,1700,75.4,3.84,0,0,0,0,,
57:52.3,1.2,1700,75.4,3.85,0,0.03,0,0,,
57:52.3,1.2,1700,75.4,3.85,0,0.03,0,0,,
57:54.5,0,1700,75.4,3.85,0,0,0,0,,
57:54.5,0,1700,75.4,3.85,0,0,0,0,,
57:56.7,6.4,1700,75.7,3.8,0,0,0,0,,
57:56.7,6.4,1700,75.7,3.8,0,0,0,0,,
57:59.0,14.3,1700,75.7,3.8,0,0.05,0,0,,
57:59.0,14.3,1700,75.7,3.8,0,0.05,0,0,,
58:01.2,25.9,1700,75.7,3.79,0,0.17,0,0,,
58:01.2,25.9,1700,75.7,3.79,0,0.17,0,0,,
58:03.5,8.4,1700,75,3.91,0.12,0,0,0,,
58:03.5,8.4,1700,75,3.91,0.12,0,0,0,,
58:05.7,13.7,1700,75.1,3.9,0,0.05,0.01,0,,
58:05.7,13.7,1700,75.1,3.9,0,0.05,0.01,0,,
58:07.9,7,1700,75,3.91,0,0,0,0,,
58:07.9,7,1700,75,3.91,0,0,0,0,,
58:07.9,7,1700,75,3.91,0,0,0,0,,
58:10.1,6.3,1700,75,3.91,0,0.06,0,0,,
58:10.1,6.3,1700,75,3.91,0,0.06,0,0,,
58:12.4,14.9,1700,75,3.9,0.5,0,0,0.01,,
58:12.4,14.9,1700,75,3.9,0.5,0,0,0.01,,
58:14.6,9.2,1700,75,3.91,0.12,0.37,0,0,,
58:14.6,9.2,1700,75,3.91,0.12,0.37,0,0,,
58:16.8,10.8,1700,75.1,3.89,0.59,0.11,0,0,,
58:16.8,10.8,1700,75.1,3.89,0.59,0.11,0,0,,
58:19.1,1.4,1700,75.1,3.9,0,0,0.02,0.05,,
58:19.1,1.4,1700,75.1,3.9,0,0,0.02,0.05,,
58:21.3,3.8,1700,75.1,3.89,0,0.05,0,0,,
58:21.3,3.8,1700,75.1,3.89,0,0.05,0,0,,
58:23.6,6.8,1700,75.1,3.89,0.01,0.13,0,0,,
58:23.6,6.8,1700,75.1,3.89,0.01,0.13,0,0,,
58:25.8,0,1700,75.2,3.88,0,0,0,0,,
58:25.8,0,1700,75.2,3.88,0,0,0,0,,
58:28.1,9.9,1700,75.2,3.88,0,0,0,0,,
58:28.1,9.9,1700,75.2,3.88,0,0,0,0,,
58:30.3,7.4,1700,75.2,3.87,0,0.05,0,0,,
58:30.3,7.4,1700,75.2,3.87,0,0.05,0,0,,
58:32.5,21.3,1700,75.2,3.88,0.24,0,0,0,,
58:32.5,21.3,1700,75.2,3.88,0.24,0,0,0,,
58:32.5,21.3,1700,75.2,3.88,0.24,0,0,0,,
58:34.7,15.3,1700,75.2,3.87,0,0.05,0,0,,
58:34.7,15.3,1700,75.2,3.87,0,0.05,0,0,,
58:37.0,1.3,1700,75.4,3.85,0,0,0.01,0,,
58:37.0,1.3,1700,75.4,3.85,0,0,0.01,0,,
58:39.3,26,1700,75.5,3.83,43.56,0,0.01,0.05,,
58:39.3,26,1700,75.5,3.83,43.56,0,0.01,0.05,,
58:41.5,9.2,1700,75.7,3.8,2.02,0.77,0,0,,
58:41.5,9.2,1700,75.7,3.8,2.02,0.77,0,0,,
58:43.7,8.5,1700,75.7,3.8,0.01,0.05,0,0,,
58:43.7,8.5,1700,75.7,3.8,0.01,0.05,0,0,,
58:46.0,2.7,1700,75.8,3.79,1.55,0,0,0,,
58:46.0,2.7,1700,75.8,3.79,1.55,0,0,0,,
58:48.2,5.8,1700,75.8,3.79,0.34,0.11,0,0,,
58:48.2,5.8,1700,75.8,3.79,0.34,0.11,0,0,,
58:50.4,4.9,1457,75.8,3.78,1.73,0.26,0,0,,
58:50.4,4.9,1457,75.8,3.78,1.73,0.26,0,0,,
58:52.7,10,1700,75.7,3.79,0,0.15,0,0.01,,
58:52.7,10,1700,75.7,3.79,0,0.15,0,0.01,,
58:52.7,10,1700,75.7,3.79,0,0.15,0,0.01,,
58:55.0,1.3,1700,75.7,3.8,0,0.06,0,0,,
58:57.2,2.6,1700,75.7,3.8,0,0,0.01,0,,
58:57.2,2.6,1700,75.7,3.8,0,0,0.01,0,,
58:59.5,0,1700,75.8,3.79,0.06,0,0,0,,
58:59.5,0,1700,75.8,3.79,0.06,0,0,0,,
59:01.7,0,1700,75.7,3.8,0,1.09,0,0,,
59:01.7,0,1700,75.7,3.8,0,1.09,0,0,,
59:03.9,0,1700,75.7,3.8,0,0.05,0,0,,
59:03.9,0,1700,75.7,3.8,0,0.05,0,0,,
59:06.2,6.2,1700,75.7,3.8,0,0.86,0,0,,
59:06.2,6.2,1700,75.7,3.8,0,0.86,0,0,,
59:08.4,4.2,1700,75.8,3.79,0.05,0.09,0,0,,
59:08.4,4.2,1700,75.8,3.79,0.05,0.09,0,0,,
59:10.6,5.4,1700,75.8,3.79,6.18,0.06,0,0,,
59:10.6,5.4,1700,75.8,3.79,6.18,0.06,0,0,,
59:12.9,0,1700,75.7,3.79,0,0.1,0,0,,
59:12.9,0,1700,75.7,3.79,0,0.1,0,0,,
59:15.1,0,1700,75.7,3.8,0,0.05,0,0,,
